Title,Abstract
Polynucleotides encoding low density lipoprotein receptor,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotide molecules encoding low density lipoprotein receptor comprising at least one mutation (e.g., an LDLR signally enhancing mutation)."
ANTI-KIR3DL3 ANTIBODIES AND USES THEREOF,"The present disclosure is based, in part, on the discovery of monoclonal antibodies, and antigen-binding fragments thereof, that specifically bind to KIR3DL3"
Methods for treating craniosynostosis in a patient,"The disclosure features methods for treating craniosynostosis in a patient (e.g., a patient having hypophosphatasia (HPP) and exhibiting or likely to have increased intracranial pressure (ICP)) by administering a soluble alkaline phosphatase (sALP) to the patient, e.g., in combination with a cranial surgery, e.g., a cranial vault remodeling procedure."
COMPOSITIONS AND METHODS FOR GROWTH FACTOR MODULATION,"Provided herein are proteins, antibodies, assays and methods useful for modulating growth factor levels and/or activities. In some embodiments, such growth factors are members of the TGF-β superfamily of proteins."
SOLE USE OF POLYMERSOME ASSOCIATED ADJUVANT FOR STIMULATING AN IMMUNE RESPONSE,"The present invention relates to eliciting an immune response in a subject by sole administration of an adjuvant, wherein the adjuvant is associated with a population of polymersomes."
"KIR3DL3 AS AN HHLA2 RECEPTOR, ANTI-HHLA2 ANTIBODIES, AND USES THEREOF","The present invention is based, in part, on the discovery of monoclonal antibodies, and antigen-binding fragments thereof, that specifically bind to HHLA2, as well as immunoglobulins, polypeptides, and nucleic acids thereof, and methods of using such antibodies for diagnosis, prognostic, and therapeutic purposes."
TREATMENT OF A DISEASE OF THE GASTROINTESTINAL TRACT WITH LIVE BIOTHERAPEUTICS,This disclosure features methods and compositions for treating diseases of the gastrointestinal tract with a live biothcrapeutic.
"KIR3DL3 AS AN HHLA2 RECEPTOR, ANTI-HHLA2 ANTIBODIES, AND USES THEREOF","The present invention is based, in part, on the discovery of monoclonal antibodies, and antigen-binding fragments thereof, that specifically bind to HHLA2, as well as immunoglobulins, polypeptides, nucleic acids thereof, and methods of using such antibodies for diagnostic, prognostic, and therapeutic purposes."
METHODS OF TREATING CANCER USING ANTI-OX40 ANTIBODIES,"The invention provides methods of treating or delaying progression of cancer in an individual comprising administering to the individual an anti-human OX40 agonist antibody. In some embodiments, the antibody is administered in a dose selected from about 0.2mg, about 0.8mg, about 3.2mg, about 12mg, about 40mg, about 80mg, about 130mg, about 160mg, about 300mg, about 320mg, about 400mg, about 600mg, and about 1200mg."
METHODS OF TREATING CANCER USING ANTI-OX40 ANTIBODIES,"The invention provides methods of treating or delaying progression of cancer in an individual comprising administering to the individual an anti-human OX40 agonist antibody. In some embodiments, the antibody is administered in a dose selected from about 0.2 mg, about 0.8 mg, about 3.2 mg, about 12 mg, about 40 mg, about 80 mg, about 130 mg, about 160 mg, about 300 mg, about 320 mg, about 400 mg, about 600 mg, and about 1200 mg."
METHODS OF TREATING CANCER USING ANTI-OX40 ANTIBODIES AND PD-1 AXIS BINDING ANTAGONISTS,"The invention provides methods of treating or delaying progression of cancer in an individual comprising administering to the individual an anti-human OX40 agonist antibody and an anti-PDL1 antibody. In some embodiments, the anti-human OX40 agonist antibody is administered in a dose selected from about 0.8 mg, about 3.2 mg, about 12 mg, about 40 mg, about 80 mg, about 130 mg, about 160 mg, about 300 mg, about 320 mg, about 400 mg, about 600 mg, and about 1200 mg, and the anti-PDL1 antibody is administered at a dose of about 800 mg or about 1200 mg."
METHODS OF TREATING CANCER USING ANTI-OX40 ANTIBODIES AND PD-1 AXIS BINDING ANTAGONISTS,"The invention provides methods of treating or delaying progression of cancer in an individual comprising administering to the individual an anti-human OX40 agonist antibody and an anti-PDL1 antibody. In some embodiments, the anti-human OX40 agonist antibody is administered in a dose selected from about 0.8mg, about 3.2mg, about 12mg, about 40mg, about 80mg, about 130mg, about 160mg, about 300mg, about 320mg, about 400mg, about 600mg, and about 1200mg, and the anti-PDL1 antibody is administered at a dose of about 800mg or about 1200mg."
TREATMENT OF A DISEASE OF THE GASTROINTESTINAL TRACT WITH AN IL-1 INHIBITOR,This disclosure features methods and compositions for treating diseases of the gastrointestinal tract with an IL-1 inhibitor.
TREATMENT OF A DISEASE OF THE GASTROINTESTINAL TRACT WITH IL-10 OR AN IL-10 AGONIST,This disclosure features methods and compositions for treating diseases of the gastrointestinal tract with IL-10 or an IL-10 agonist.
TREATMENT OF A DISEASE OF THE GASTROINTESTINAL TRACT WITH A CHST15 INHIBITOR,"This disclosure features methods and compositions for treating diseases of the gastrointestinal tract with a CHST15 inhibitor, to be administered via an ingestible device."
DOSING FOR TREATMENT WITH ANTI-FCRH5/ANTI-CD3 BISPECIFIC ANTIBODIES,"The invention provides methods of dosing for the treatment of cancers, such as multiple myelomas, with anti-fragment crystallizable receptor-like 5 (FcRH5)/anti-cluster of differentiation 3 (CDS) bispecific antibodies."
Method for treating joint damage,"Methods of treating joint damage in a subject eligible for treatment are provided involving administering an antagonist that binds to a B-cell surface marker, such as CD20 antibody, to the subject in an amount effective to slow progression of the joint damage as measured by radiography. Further provided are articles of manufacture useful for such methods."
METHODS FOR TREATMENT OF CANCER WITH AN ANTI-TIGIT ANTAGONIST ANTIBODY,"The present invention relates to methods, uses, and compositions for the treatment of cancer (e.g., a lung cancer"
